Date,Open,High,Low,Close,Volume,Day of the week,Change,NASDAQ
01-12-2014,26.871225,26.996382,26.520189,26.616922,42307838,2,-0.002493,4287.810059
02-12-2014,26.602463,26.701691,26.417471,26.614429,30533600,3,-0.121166,4305.959961
03-12-2014,26.499247,26.726423,26.390545,26.493263,25559983,4,0.29868,4312.930176
04-12-2014,26.485285,26.79344,26.357136,26.791943,27842232,5,-0.600851,4311.930176
05-12-2014,26.477306,26.571548,26.142227,26.191092,51312493,6,0.085765,4311.569824
08-12-2014,26.284336,26.477306,26.117794,26.276857,46587556,2,0.318625,4278.339844
09-12-2014,26.035519,26.63637,25.953745,26.595482,37426473,3,-0.364498,4294.669922
10-12-2014,26.581022,26.743076,26.206051,26.230984,34245764,4,0.113687,4224.870117
11-12-2014,26.317745,26.622908,26.282841,26.344671,32216207,5,-0.482675,4246.47998
12-12-2014,26.103832,26.35265,25.861996,25.861996,39891221,6,-0.242335,4199.279785
15-12-2014,26.065437,26.083387,25.593233,25.619661,56268061,2,-0.91798,4157.410156
16-12-2014,25.507969,25.582264,24.383057,24.701681,79285081,3,0.4737,4089.600098
17-12-2014,24.781961,25.280592,24.772488,25.175381,57663883,4,0.30965,4165.100098
18-12-2014,25.577278,25.623152,25.165907,25.485031,58534266,5,0.261782,4267.77002
19-12-2014,25.505474,25.815125,25.276154,25.746813,73804074,6,0.424833,4281.779785
22-12-2014,25.733349,26.250929,25.733349,26.171646,54475152,2,0.285217,4293.669922
23-12-2014,26.277855,26.654819,26.242451,26.456863,43952341,3,-0.090751,4279.299805
24-12-2014,26.452873,26.515154,26.278851,26.366112,14118657,4,0.262279,4283.100098
26-12-2014,26.366112,26.639362,26.293312,26.628391,20810980,6,-0.184494,4314.089844
29-12-2014,26.536644,26.700693,26.427992,26.443897,45570772,2,0.004488,4312.640137
30-12-2014,26.332205,26.484785,26.284336,26.448385,17525986,3,-0.200449,4282.350098
31-12-2014,26.489773,26.557089,26.218018,26.247936,27364925,4,-0.079283,4236.279785
02-01-2015,26.378078,26.49077,26.133251,26.168653,28951268,6,-0.545501,4230.240234
05-01-2015,26.091366,26.14472,25.582764,25.623152,41196796,2,-0.59387,4160.959961
06-01-2015,25.679497,25.738087,24.983908,25.029282,57998800,3,-0.042881,4110.830078
07-01-2015,25.280592,25.292759,24.914099,24.986401,41301082,4,0.078783,4160
08-01-2015,24.831326,25.105074,24.482782,25.065184,67071641,5,-0.324608,4240.549805
09-01-2015,25.1689,25.176876,24.671764,24.740576,41427428,6,-0.180506,4213.279785
12-01-2015,24.679243,24.730902,24.311253,24.56007,46535413,2,0.181004,4169.970215
13-01-2015,24.873709,25.080141,24.552092,24.741074,47409807,3,0.233858,4166.200195
14-01-2015,24.664783,25.092607,24.582508,24.974932,44714427,4,0.045873,4145.839844
15-01-2015,25.209288,25.214773,24.819857,25.020805,54316718,5,0.313639,4089.649902
16-01-2015,24.932049,25.33993,24.931549,25.334444,45965854,6,-0.058838,4142.140137
20-01-2015,25.480045,25.554838,25.231527,25.275606,44640224,3,0.555475,4171.209961
21-01-2015,25.293058,25.892912,25.240702,25.831081,45374234,4,0.81526,4192.089844
22-01-2015,26.002609,26.743076,25.913855,26.646341,53538588,5,0.277239,4270.359863
23-01-2015,26.706179,27.034277,26.577032,26.92358,45634948,6,-0.236351,4278.140137
26-01-2015,26.852776,26.876211,26.41099,26.687229,30874534,2,-0.826729,4275.720215
27-01-2015,26.425947,26.462349,25.83856,25.8605,38080263,3,-0.430318,4165.5
28-01-2015,26.067432,26.077904,25.430182,25.430182,33676205,4,0.032909,4140.379883
29-01-2015,25.480045,25.484531,24.991386,25.463091,83727244,5,1.189733,4181.350098
30-01-2015,25.72238,26.919592,25.705425,26.652824,112127002,6,-0.301172,4148.430176
02-02-2015,26.513706,26.577032,25.85651,26.351652,56996054,2,0.037895,4188.589844
03-02-2015,26.327717,26.596977,26.091366,26.389547,40773638,3,-0.323112,4229.149902
